,INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
198,SH.MED.BEDS.ZS,Camas hospitalarias (por cada 1.000 personas),"Las camas hospitalarias se refiere a la cantidad de camas disponibles para internaciones en hospitales públicos, privados, generales y especializados, y centros de rehabilitación.  En la mayoría de los casos se incluyen tanto las camas para atención de agudos como las camas para atención de enfermos crónicos.","Los datos posteriores a 2005 son extraídos del Cuadro 6 de las Estadísticas sanitarias mundiales (WHS, por sus siglas en inglés), publicadas por la OMS. La información de las WHS se basa en los Indicadores básicos 2011 de la Organización Panamericana de la Salud (PAHO, por sus siglas en inglés). Ciudad de Washington, PAHO, 2011 (www.paho.org/English/SHA/coredata/tabulator/newTabulator.htm); Base de datos europea ""Salud para Todos""  (HFA-DB, por sus siglas en inglés). Copenhague, Oficina Regional para Europa de la OMS, 2011 (http://data.euro.who.int/hfadb); Revisión 2011 de los Perfiles de información sanitaria de los países del Pacífico occidental. Manila, Oficina Regional para el Pacífico Occidental de la OMS, 2010  (www.wpro.who.int/countries/countries.htm); Indicadores demográficos, sociales y sanitarios de los países del Mediterráneo oriental. El Cairo, Oficina Regional para el Mediterráneo Oriental de la OMS, 2011; datos adicionales recopilados a enero de 2011 por la Oficina Regional para África y la Oficina Regional para Asia Sudoriental de la OMS. Algunos datos son complementados por datos a nivel de los países."
199,SH.IMM.MEAS,Inmunización contra el sarampión (% de niños entre 12 y 23 meses de edad),La inmunización de niños mide el porcentaje de niños de entre 12 y 23 meses de edad que recibieron vacunas antes de los 12 meses o en cualquier momento antes de la encuesta. Se considera que un niño está inmunizado de manera adecuada contra el sarampión tras recibir una dosis de la vacuna.,OMS y UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
200,SH.IMM.IDPT,Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad),"La inmunización de niños mide el porcentaje de niños de entre 12 y 23 meses de edad que recibieron vacunas antes de los 12 meses o en cualquier momento antes de la encuesta. Se considera que un niño está inmunizado de manera adecuada contra la difteria, la pertussis (tos ferina) y el tétanos (DPT) tras recibir tres dosis de la vacuna. ",OMS y UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
201,SH.IMM.HEPB,"Inmunización, HepB3 (% de niños de un año)",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,OMS y Unicef (http://www.who.int/immunization/monitoring_surveillance/en/).
202,SH.HIV.PMTC.ZS,Cobertura de la terapia antirretroviral para la prevención de la transmisión de madre a hijo (% de mujeres embarazadas que viven con el VIH),Percentage of pregnant women with HIV who receive antiretroviral medicine for prevention of mother-to-child transmission (PMTCT).,Estimaciones de Onusida.
203,SH.HIV.INCD.ZS,Incidencia del VIH (% de la población no infectada de 15 a 49 años),Number of new HIV infections among uninfected populations ages 15-49 expressed per 100 uninfected population in the year before the period.,UNAIDS estimates.
204,SH.HIV.INCD.TL,Adultos (de 15 años en adelante) y niños (de 0 a 14 años) recientemente infectados por el VIH,Number of adults (ages 15+) and children (ages 0-14) newly infected with HIV.,UNAIDS estimates.
205,SH.HIV.INCD.14,Niños (de 0 a 14 años) recientemente infectados por el VIH,Number of children (ages 0-14) newly infected with HIV.,UNAIDS estimates.
206,SH.HIV.INCD,Adultos (de 15 años en adelante) recientemente infectados por el VIH,Number of adults (ages 15+) newly infected with HIV.,UNAIDS estimates.
207,SH.HIV.ARTC.ZS,Cobertura del tratamiento antirretroviral (% de las personas que viven con el VIH),La cobertura de la terapia antirretroviral indica el porcentaje de adultos y niños con infección avanzada de VIH que recibe actualmente una terapia antirretroviral según protocolos de tratamiento aprobados a nivel nacional (o estándares de la OMS/Programa Conjunto de la ONU sobre VIH y SIDA) de la cantidad estimada de personas con infección avanzada de VIH.,ONUSIDA estima.
208,SH.HIV.1524.MA.ZS,"Prevalencia de VIH, varones (% entre 15 y 24 años de edad)",La prevalencia de VIH es el porcentaje de personas infectadas con VIH. Las tasas de jóvenes son un porcentaje del grupo etario correspondiente.,ONUSIDA estima.
209,SH.HIV.1524.FE.ZS,"Prevalencia de VIH, mujeres (% entre 15 y 24 años de edad)",La prevalencia de VIH es el porcentaje de personas infectadas con VIH. Las tasas de jóvenes son un porcentaje del grupo etario correspondiente.,ONUSIDA estima.
210,SH.HIV.0014,Niños (0-14) que viven con VIH,Niños que viven con VIH se refiere a la cantidad de niños entre 0 y 14 años que están infectados con el VIH.,ONUSIDA estima.
211,SH.H2O.SMDW.ZS,,,
212,SH.H2O.SMDW.UR.ZS,,,
213,SH.H2O.SMDW.RU.ZS,,,
214,SH.H2O.BASW.ZS,,,
215,SH.H2O.BASW.UR.ZS,,,
216,SH.H2O.BASW.RU.ZS,,,
217,SH.FPL.SATM.ZS,Demanda de planificación familiar satisfecha por métodos modernos (% de mujeres casadas con demanda de planificación familiar),Demand for family planning satisfied by modern methods refers to the percentage of married women ages 15-49 years whose need for family planning is satisfied with modern methods.,Encuestas demográficas y de salud (DHS).
218,SH.DYN.NMRT," Tasa de mortalidad, neonatal (por cada 1.000 nacidos vivos)","La tasa de mortalidad neonatal es el número de recién nacidos que mueren antes de alcanzar los 28 días de edad, por cada 1.000 nacidos vivos en un año determinado.","Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
219,SH.DYN.NCOM.ZS,"Mortalidad provocada por enfermedades cardiovasculares, cáncer, diabetes o enfermedades respiratorias crónicas entre las edades exactas de 30 y 70 años (%)","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
220,SH.DYN.NCOM.MA.ZS,,,
221,SH.DYN.NCOM.FE.ZS,,,
222,SH.DYN.MORT.MA,"Tasa de mortalidad, menores de 5 años, varones (cada 1000)","Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado.","Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
223,SH.DYN.MORT.FE,"Tasa de mortalidad, menores de 5 años, mujeres (por cada 1.000 nacidos vivos)","Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado.","Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
224,SH.DYN.MORT,"Tasa de mortalidad, menores de 5 años (por cada 1.000)","Menores de cinco años la tasa de mortalidad es la probabilidad por cada 1.000 que un recién nacido muera antes de cumplir cinco años de edad, si está sujeto a las tasas de mortalidad específicas por edad del año especificado.","Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org. La proyección de los datos proviene de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas; en algunos casos, es posible que no sean congruentes con los datos anteriores al año actual."
225,SH.DYN.AIDS.ZS,"Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",La prevalencia del VIH se refiere al porcentaje de personas de entre 15 y 49 años edad infectado con VIH.,ONUSIDA estima.
226,SH.DYN.AIDS.FE.ZS,Mujeres adultas con VIH (% de la población mayores de 15 años con VIH),La prevalencia de VIH es el porcentaje de personas infectadas con VIH. La tasa de mujeres es un porcentaje de la población total con VIH.,ONUSIDA estima.
227,SH.DYN.0514,,,
228,SH.DTH.NMRT,Número de muertes de recién nacidos,Número de muertes en el primer mes de vida.,"Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
229,SH.DTH.NCOM.ZS,"Causa de muerte, por enfermedades no transmisibles (% del total)","Cause of death refers to the share of all deaths for all ages by underlying causes. Non-communicable diseases include cancer, diabetes mellitus, cardiovascular diseases, digestive diseases, skin diseases, musculoskeletal diseases, and congenital anomalies.",Obtenido a partir de los datos de la publicación Estadísticas Sanitarias Mundiales de la Organización Mundial de la Salud (OMS).
230,SH.DTH.MORT,Número de muertes de menores de 5 años,Número de muertes entre el nacimiento y exactamente 5 años de edad.,"Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
231,SH.DTH.INJR.ZS,"Causa de muerte, por lesiones (% del total)",Cause of death refers to the share of all deaths for all ages by underlying causes. Injuries include unintentional and intentional injuries.,Obtenido a partir de los datos de la publicación Estadísticas Sanitarias Mundiales de la Organización Mundial de la Salud (OMS).
232,SH.DTH.IMRT,Número de muertes infantiles,Número de muertes entre el nacimiento y exactamente 1 año de edad.,"Estimaciones elaboradas por el Grupo Interinstitucional para las Estimaciones sobre Mortalidad Infantil de las Naciones Unidas (Unicef, OMS, Banco Mundial, División de Población del Departamento de Asuntos Económicos y Sociales de las Naciones Unidas) en www.childmortality.org."
233,SH.DTH.COMM.ZS,"Causa de muerte, por enfermedades transmisibles y condiciones maternales, prenatales y en materia de nutrición (% del total)","Cause of death refers to the share of all deaths for all ages by underlying causes. Communicable diseases and maternal, prenatal and nutrition conditions include infectious and parasitic diseases, respiratory infections, and nutritional deficiencies such as underweight and stunting.",Obtenido a partir de los datos de la publicación Estadísticas Sanitarias Mundiales de la Organización Mundial de la Salud (OMS).
234,SH.DTH.0514,,,
235,SH.CON.1524.MA.ZS,"Uso de preservativos, población entre 15-24 años, hombres (% de hombres entre 15-24 años)",Uso de preservativo es el porcentaje de la población entre 15 y 24 años que utilizó un preservativo en la última relación sexual en los últimos 12 meses.,Encuestas demográficas y de salud realizadas por Macro International.
236,SH.CON.1524.FE.ZS,"Uso de preservativos, población entre 15-24 años, mujeres (% de mujeres entre 15-24 años)",Uso de preservativo es el porcentaje de la población entre 15 y 24 años que utilizó un preservativo en la última relación sexual en los últimos 12 meses.,Encuestas demográficas y de salud realizadas por Macro International.
237,SH.ANM.NPRG.ZS,Prevalencia de anemia entre mujeres no embarazadas (% de mujeres entre 15-49 años),"Prevalence of anemia, non-pregnant women, is the percentage of non-pregnant women whose hemoglobin level is less than 120 grams per liter at sea level.","Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
238,SH.ANM.CHLD.ZS,Prevalencia de anemia en la infancia (% de menores de 5 años),"Prevalence of anemia, non-pregnant women, is the percentage of non-pregnant women whose hemoglobin level is less than 120 grams per liter at sea level.","Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
239,SH.ANM.ALLW.ZS,Prevalencia de anemia entre mujeres en edad fértil (% de mujeres de entre 15 y 49 años),Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.,"Stevens GA y otros. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013;1:e16-e25."
240,SH.ALC.PCAP.MA.LI,,,
241,SH.ALC.PCAP.LI,"Consumo de alcohol total per cápita (litros de alcohol puro, estimaciones previstas, mayores de 15 años)",Total alcohol consumption per capita is based on projections for the amount of alcohol consumption (liters of pure alcohol) per person ages 15+ per year.,"Organización Mundial de la Salud, fuentes de datos del Observatorio mundial de la salud (http://apps.who.int/ghodata/)."
242,SH.ALC.PCAP.FE.LI,,,
243,SG.VAW.REFU.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando ella se niega a tener relaciones sexuales (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
244,SG.VAW.REAS.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa (cualquiera de las cinco razones) (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
245,SG.VAW.NEGL.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando descuida a los hijos (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
246,SG.VAW.GOES.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando sale sin avisarle (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
247,SG.VAW.BURN.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando a ella se le quema la comida (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
248,SG.VAW.ARGU.ZS,Mujeres que creen que está justificado que un marido golpee a su esposa cuando ella discute con él (%),Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.,"Encuestas demográficas y de salud (DHS), encuestas agrupadas de indicadores múltiples (MICS) y otras encuestas: STATcompiler (http://www.statcompiler.com/) al 22 de noviembre de 2016, bases de datos mundiales de Unicef (http://www.data.unicef.org/) a noviembre de 2015. MICS Compiler (http://www.micscompiler.org/) al 12 de junio de 2016."
249,SG.VAW.1549.ZS,Proporción de mujeres víctimas de violencia física o sexual en los últimos 12 meses (% de mujeres de entre 15 y 49 años),"Proportion of women subjected to physical and/or sexual violence in the last 12 months is the percentage of ever partnered women age 15-49 who are subjected to physical violence, sexual violence or both by a current or former intimate partner in the last 12 months.",División de Estadística de las Naciones Unidas (UNSD)
