,INDICATOR_CODE,INDICATOR_NAME,SOURCE_NOTE,SOURCE_ORGANIZATION
136,SE.PRM.NINT.MA.ZS,"Tasa neta de ingreso en primer grado, varones (% de población en edad escolar oficial) ","Tasa neta de ingreso, educación primaria, varones. Corresponde al número total de niños que ingresan por primera vez al primer grado de educación primaria y que están en edad oficial de ingresar a dicho nivel de educación, expresado como porcentaje de la población de niños de la misma edad.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
137,SE.PRM.NINT.FE.ZS,"Tasa neta de ingreso en primer grado, mujeres (% de población en edad escolar oficial) ","Tasa neta de ingreso, educación primaria, mujeres. Corresponde al número total de niñas que ingresan por primera vez al primer grado de educación primaria y que están en edad oficial de ingresar a dicho nivel de educación, expresado como porcentaje de la población de niñas de la misma edad.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
138,SE.PRM.NENR.MA,"Inscripción escolar, nivel primario, varones (% neto) ","Tasa neta de matrícula, educación primaria, varones. Corresponde a la proporción entre el número de niños en edad en edad de cursar educación primaria, matriculados en dicho nivel de educación, y la población total de niños en edad de cursar educación primaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
139,SE.PRM.NENR.FE,"Inscripción escolar, nivel primario, mujeres (% neto) ","Tasa neta de matrícula, educación primaria, mujeres. Corresponde a la proporción entre el número de niñas en edad oficial de cursar educación primaria, matriculadas en dicho nivel de educación, y la población total de niñas en edad de cursar educación primaria.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
140,SE.PRM.GINT.MA.ZS,"Tasa bruta de ingreso en primer grado, varones (% del grupo etario correspondiente)","Tasa bruta de ingreso, educación primaria, varones. Corresponde al número total de niños que ingresan por primera vez al primer grado de educación primaria, independientemente de su edad, expresado como porcentaje de la población de niños en edad oficial de ingreso. Esta tasa puede ser superior a 100% debido a que hay niñas o niños que ingresan a la primaria antes o después de la edad oficial.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
141,SE.PRM.GINT.FE.ZS,"Tasa bruta de ingreso en primer grado, mujeres (% del grupo etario correspondiente)","Tasa bruta de ingreso, educación primaria, mujeres. Corresponde al número total de niñas que ingresan por primera vez al primer grado de educación primaria, independientemente de su edad, expresado como porcentaje de la población de niñas en edad oficial de ingreso. Esta tasa puede ser superior a 100% debido a que hay niñas o niños que ingresan a la primaria antes o después de la edad oficial.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
142,SE.PRM.ENRR.MA,"Inscripción escolar, nivel primario, varones (% bruto) ","Tasa bruta de matrícula, educación primaria, varones. Corresponde al número total de niños matriculados en educación primaria, independientemente de su edad, expresado como porcentaje de la población total de niños en edad oficial de cursar enseñanza primaria. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
143,SE.PRM.ENRR.FE,"Inscripción escolar, nivel primario, mujeres (% bruto) ","Tasa bruta de matrícula, educación primaria, mujeres. Corresponde al número total de niñas matriculadas en educación primaria, independientemente de su edad, expresado como porcentaje de la población total de niñas en edad oficial de cursar enseñanza primaria. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
144,SE.PRM.ENRL.FE.ZS,"Educación de nivel primario, alumnos (% de mujeres)","Porcentaje de alumnas, educación primaria. Corresponde al número de alumnas en el nivel primario, expresado como porcentaje del total de estudiantes (niños y niñas) en el nivel primario en un año escolar determinado.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
145,SE.PRM.CUAT.ZS,"Nivel de instrucción, al menos escuela primaria completa, población de más de 25 años, total (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed primary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
146,SE.PRM.CUAT.MA.ZS,"Nivel de instrucción, al menos escuela primaria completa, población de más de 25 años, varones (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed primary education.,"Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
147,SE.PRM.CUAT.FE.ZS,"Nivel de instrucción, al menos escuela primaria completa, población de más de 25 años, mujeres (%) (acumulativo)",The percentage of population ages 25 and over that attained or completed primary education.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
148,SE.PRM.CMPT.MA.ZS,"Tasa de finalización de la educación de nivel primario, varones (% del grupo etario correspondiente)","Tasa de finalización de educación primaria, varones. Corresponde al número total de niños que ingresan al último año de educación primaria, independientemente de su edad, expresado como porcentaje de la población masculina total en edad oficial de ingresar a dicho grado. Este indicador también se denomina “tasa bruta de ingreso al último grado de primaria”. Esta tasa puede ser superior a 100% debido a niños mayores y menores de la edad oficial de ingreso que entran a la educación primaria de forma precoz o tardía y (o) que han repetido grado.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
149,SE.PRM.CMPT.FE.ZS,"Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)","Tasa de finalización de educación primaria, mujeres. Corresponde al número total de niñas que ingresan al último año de educación primaria, independientemente de su edad, expresado como porcentaje de la población femenina total en edad oficial de cursar dicho grado. Este indicador también se denomina “tasa bruta de ingreso al último grado de primaria”. Esta tasa puede ser superior a 100% debido a niñas mayores y menores de la edad oficial de ingreso que entran a la educación primaria de forma precoz o tardía y (o) que han repetido grados.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
150,SE.PRE.ENRR.MA,"Inscripción escolar, nivel preprimario, varones (% bruto)","Tasa bruta de matrícula, educación preescolar, varones. Corresponde al número total de niños matriculados en educación preescolar, independientemente de su edad, expresado como porcentaje de la población total de niños en edad oficial de cursar enseñanza preescolar. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
151,SE.PRE.ENRR.FE,"Inscripción escolar, nivel preprimario, mujeres (% bruto)","Tasa bruta de matrícula (TBM), educación preescolar, mujeres. Corresponde al número total de niñas matriculadas en educación preescolar, independientemente de su edad, expresado como porcentaje de la población total de niñas en edad oficial de cursar educación preescolar. La TBM puede ser superior a 100% debido a la inclusión de estudiantes mayores y menores a la edad oficial ya sea por repetir grados o por un ingreso precoz o tardío a dicho nivel de enseñanza.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
152,SE.ENR.TERT.FM.ZS,Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%),"Índice de paridad de género de la tasa bruta de matrícula, educación superior. Corresponde a la proporción entre la tasa bruta de matrícula femenina en educación superior y la tasa bruta de matrícula masculina en el mismo nivel. Para calcularlo, se divide el valor del indicador correspondiente a las mujeres por el valor del indicador correspondiente a los varones. Un IPG igual a 1 indica paridad entre varones y mujeres. En general, un valor inferior a 1 indica una desigualdad a favor de los varones, mientras que un valor superior a 1 indica que la desigualdad favorece a las mujeres.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
153,SE.ENR.SECO.FM.ZS,Proporción de inscripciones de mujeres con respecto a varones en la educación secundaria (%),"Índice de paridad de género de la tasa bruta de matrícula, educación secundaria, todos los programas. Corresponde a la proporción entre la tasa bruta de matrícula femenina en educación secundaria y la tasa bruta de matrícula masculina en dicho nivel de enseñanza. Para calcular este índice, se divide el valor del indicador correspondiente a las mujeres por el valor del indicador correspondiente a los varones. Un IPG igual a 1 indica la paridad entre varones y mujeres. En general, un valor inferior a 1 indica una desigualdad a favor de los varones, mientras que un valor superior a 1 indica que la desigualdad favorece a las mujeres.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
154,SE.ENR.PRSC.FM.ZS,Proporción de niñas con respecto a niños en educación primaria y secundaria (%),"Índice de paridad de género (IPG) de la tasa bruta de matrícula, educación primaria y secundaria. Corresponde a la proporción entre la tasa bruta de matrícula femenina en educación primaria y secundaria y la tasa bruta de matrícula masculina en dichos niveles de educación. Para calcular este índice, se divide el valor del indicador correspondiente a las mujeres por el valor del indicador correspondiente a los varones. Un IPG igual a 1 indica la paridad entre varones y mujeres. En general, un valor inferior a 1 indica una desigualdad a favor de los varones, mientras que un valor superior a 1 indica que la desigualdad favorece a las mujeres.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
155,SE.ENR.PRIM.FM.ZS,Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),"Índice de paridad de género (IPG) de la tasa bruta de matrícula, educación primaria. Corresponde a la proporción entre la tasa bruta de matrícula femenina en educación primaria y la tasa bruta de matrícula masculina en dicho nivel de enseñanza. Para calcular este índice, se divide el valor del indicador correspondiente a las mujeres por el valor del indicador correspondiente a los varones. Un IPG igual a 1 indica la paridad entre varones y mujeres. En general, un valor inferior a 1 indica una desigualdad a favor de los varones, mientras que un valor superior a 1 indica que la desigualdad favorece a las mujeres.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
156,SE.ADT.LITR.MA.ZS,"Tasa de alfabetización, varones adultos (% de varones de 15 años o más)","Tasa (%) de alfabetización de adultos (15+), varones. Corresponde al porcentaje de varones mayores de 15 años que son capaces de leer y escribir, con entendimiento, una proposición simple y breve sobre su vida diaria. En general, el término “alfabetización” incluye también habilidades aritméticas, es decir, la capacidad de hacer cálculos matemáticos sencillos. Para calcular este indicador se divide el número de varones alfabetizados mayores de 15 años por la población del correspondiente grupo etáreo y se multiplica por 100. ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
157,SE.ADT.LITR.FE.ZS,"Tasa de alfabetización, mujeres adultas (% de mujeres de 15 años o más)","Tasa (%) de alfabetización de adultos (15+), mujeres. Corresponde al porcentaje de mujeres mayores de 15 años que son capaces de leer y escribir, con entendimiento, una proposición simple y breve sobre su vida diaria. En general, el término “alfabetización” incluye también habilidades aritméticas, es decir, la capacidad de hacer cálculos matemáticos sencillos. Para calcular este indicador se divide el número de mujeres alfabetizadas mayores de 15 años por la población del correspondiente grupo etáreo y se multiplica por 100. ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
158,SE.ADT.1524.LT.MA.ZS,"Tasa de alfabetización, varones jóvenes (% de varones entre 15 y 24 años)","Tasa de alfabetización juvenil (15-24) (%), varones. Corresponde al número de varones de entre 15 y 24 años que son capaces de leer y escribir, con entendimiento, una proposición simple y breve sobre su vida diaria, dividido por la población masculina en dicho grupo etáreo. En general, el término “alfabetización” incluye también las habilidades aritméticas, es decir la capacidad de hacer cálculos matemáticos sencillos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
159,SE.ADT.1524.LT.FM.ZS,Proporción de mujeres con respecto a varones de jóvenes alfabetizados (% de jóvenes entre 15 y 24 años de edad),"Índice de paridad de género de la tasa de alfabetización juvenil. Corresponde a la proporción entre la tasa de alfabetización juvenil femenina y la tasa de alfabetización juvenil masculina. Para calcular este índice, se divide el valor del indicador correspondiente a las mujeres por el valor del indicador correspondiente a los varones. Un IPG igual a 1 indica paridad entre varones y mujeres. En general, un valor inferior a 1 indica una desigualdad a favor de los varones, mientras que un valor superior a 1 indica que la desigualdad favorece a las mujeres.  ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
160,SE.ADT.1524.LT.FE.ZS,"Tasa de alfabetización, mujeres jóvenes (% de mujeres entre 15 y 24 años)","Tasa de alfabetización juvenil (15-24) (%), mujeres. Corresponde al número de mujeres de entre 15 y 24 años que son capaces de leer y escribir, con entendimiento, una proposición simple y breve sobre su vida diaria, dividido por la población femenina en dicho grupo etáreo. En general, el término “alfabetización” incluye también habilidades aritméticas, es decir, la capacidad de hacer cálculos matemáticos sencillos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO)."
161,IC.FRM.FEMO.ZS,Empresas con participación de mujeres en la propiedad (% de empresas),Las empresas con participación de mujeres en la propiedad son el porcentaje de empresas entre cuyos dueños principales hay una mujer.,"Banco Mundial, encuestas a empresas (http://www.enterprisesurveys.org/)."
162,IC.FRM.FEMM.ZS,Porcentaje de empresas con manager mujer (promedio entre empresas que reportan),"Población activa, mujeres",Banco Mundial Encuestas de empresas
